prefix,firstname,surname,dob,dod,alias_type,alias,start,end,corresponding_id
Mr,Alexander,Hood,1726-12-02,1814-05-03,alternative_title,Baron Bridport,1794-11-14,1814-05-03,
Hon.,Arthur,Hood,1839-01-01,1924-03-28,lord_membership,Visc Bridport,1904-01-01,1924-03-28,5193.0
Hon.,Arthur,Hood,1839-01-01,1924-03-28,alternative_title,Baron Bridport,1904-06-04,1924-03-28,5193.0
Mr,Arthur,Hood,1824-07-14,1901-11-15,lord_membership,Baron Hood of Avalon,1892-02-22,1901-11-15,
Mr,Samuel,Hood,1788-12-07,1868-01-06,alternative_title,Baron Bridport,1814-05-03,1868-01-06,
Hon.,James,Hope,1807-01-01,1854-12-31,alternative_name,James Wallace,1807-01-01,1854-12-31,3364.0
Mr,James,Hope,,1816-05-29,lord_membership,Baron Hopetoun,1809-02-03,1816-05-29,3364.0
Mr,John,Hope,,1823-08-27,lord_membership,Baron Niddry,1814-05-17,1823-08-27,
Mr,John,Hope,,1908-02-29,lord_membership,Marquess Linlithgow,1902-10-27,1908-02-29,
Mr,Walter,Hore-Ruthven,1838-06-14,1921-02-28,alternative_title,Lord Ruthven of Freeland,1864-02-13,1921-02-28,7470.0
Lord,,Hotham,1794-01-01,1870-12-31,alternative_name,Beaumont Hotham,1794-01-01,1870-12-31,
Mr,William,Houghton-Gastrell,1852-01-01,1935-04-11,alternative_name,William Gastrell,1852-01-01,1935-12-31,8520.0
Lord,,Howard,1806-01-01,1889-12-31,lord_membership,Earl of Effingham,1845-01-01,1889-12-31,
Lord,,Howard,1806-01-01,1889-12-31,lord_membership,Baron Howard of Effingham,1845-02-13,1889-02-05,
Lord,,Howard,1806-01-01,1889-12-31,alternative_name,Henry Howard,1806-01-01,1889-12-31,3727.0
Hon.,Edward,Howard,1809-01-01,1880-12-31,lord_membership,Baron Lanerton,1874-01-01,1880-12-31,
Lord,Edward,Howard,1818-01-01,1883-12-31,lord_membership,Baron Howard of Glossop,1869-01-01,1883-12-31,
Lord,Edward,Howard,1818-01-01,1883-12-31,alternative_name,Edward Fitzalan-Howard,1818-01-01,1883-12-31,
Mr,Frederick,Howard,1748-05-28,1825-09-04,lord_membership,Baron Dacre of Gillesland,1758-09-03,1825-09-04,6693.0
Mr,Frederick,Howard,1748-05-28,1825-09-04,lord_membership,Earl of Carlisle,1758-09-03,1825-09-04,6693.0
Mr,Frederick,Howard,1748-05-28,1825-09-04,lord_membership,Viscount Howard of Morpeth,1758-09-03,1825-09-04,6693.0
Mr,George,Howard,1843-01-01,1911-04-16,lord_membership,Earl of Carlisle,1889-01-01,1911-04-16,
Mr,George,Howard,1843-01-01,1911-04-16,lord_membership,Baron Dacre of Gillesland,1889-03-29,1911-04-16,
Mr,George,Howard,1843-01-01,1911-04-16,lord_membership,Viscount Howard of Morpeth,1889-03-29,1911-04-16,
Mr,George,Howard,1773-09-17,1848-10-07,lord_membership,Baron Dacre of Gillesland,1825-09-04,1848-10-07,
Mr,George,Howard,1773-09-17,1848-10-07,lord_membership,Earl of Carlisle,1825-09-04,1848-10-07,
Mr,George,Howard,1773-09-17,1848-10-07,lord_membership,Viscount Howard of Morpeth,1825-09-04,1848-10-07,
Mr,Henry,Howard,1866-08-15,1927-05-06,lord_membership,Baron Howard of Effingham,1898-05-04,1927-05-06,
Mr,Henry,Howard,1866-08-15,1927-05-06,lord_membership,Earl of Effingham,1898-05-04,1927-05-06,
Mr,Henry,Howard,1837-02-07,1898-05-04,lord_membership,Baron Howard of Effingham,1889-02-05,1898-05-04,
Mr,Henry,Howard,1837-02-07,1898-05-04,lord_membership,Earl of Effingham,1889-02-05,1898-05-04,
Mr,Kenneth,Howard,1767-11-29,1845-02-13,lord_membership,Baron Howard of Effingham,1816-12-10,1845-02-13,
Mr,Kenneth,Howard,1767-11-29,1845-02-13,lord_membership,Earl of Effingham,1837-01-27,1845-02-13,
Mr,William,Howard,1808-02-23,1889-03-29,lord_membership,Baron Dacre of Gillesland,1864-12-05,1889-03-29,
Mr,William,Howard,1808-02-23,1889-03-29,lord_membership,Earl of Carlisle,1864-12-05,1889-03-29,
Mr,William,Howard,1808-02-23,1889-03-29,lord_membership,Viscount Howard of Morpeth,1864-12-05,1889-03-29,
Mr,John,Howe,1754-08-22,1804-10-29,lord_membership,Lord Chedworth,1781-10-07,1804-10-29,6694.0
Viscount,,Howick,1802-01-01,1894-12-31,lord_membership,Earl Grey,1845-01-01,1894-12-31,
Viscount,,Howick,1802-01-01,1894-12-31,lord_membership,Baron Grey of Howick,1845-07-17,1894-10-09,
Viscount,,Howick,1802-01-01,1894-12-31,lord_membership,Viscount Howick,1845-07-17,1894-10-09,
Viscount,,Howick,1802-01-01,1894-12-31,alternative_name,Henry Grey,1802-01-01,1894-12-31,
Mr,James,Hoy,,1843-12-31,alternative_name,James Barlow[?],1803-01-01,1843-12-31,
Hon.,James,Hozier,1851-01-01,1929-09-05,lord_membership,Baron Newlands,1906-01-30,1929-09-05,6283.0
Mr,William,Hozier,1825-02-24,1906-01-30,lord_membership,Baron Newlands,1898-01-19,1906-01-30,7152.0
Mr,Egerton,Hubbard,1842-01-01,1915-06-14,lord_membership,Baron Addington,1889-01-01,1915-06-14,5357.0
Mr,John,Hubbard,1805-01-01,1889-12-31,lord_membership,Baron Addington,1887-01-01,1889-12-31,
Mr,William,Hughes,1767-11-10,1852-02-10,lord_membership,Baron Dinorben,1831-09-10,1852-02-10,
Mr,William,Hughes,1792-01-01,1874-12-31,alternative_name,William Hewitt,1792-01-01,1825-12-31,
Mr,William,Hume,1805-01-01,1886-12-31,alternative_name,William Dick,1864-01-01,1886-12-31,4316.0
Mr,Frederick,Hunt,1838-01-01,1904-01-21,alternative_name,Frederick Seager-Hunt,1838-01-01,1904-12-31,6106.0
Lord,,Huntingfield,1883-01-01,1969-11-20,alternative_name,William Vanneck,1883-01-01,1915-12-31,7348.0
Mr,John,Hutchinson,1757-05-15,1832-06-29,lord_membership,Baron Hutchinson of Alexandria and Knocklofty,1801-12-05,1832-06-29,
Mr,John,Hutchinson,1757-05-15,1832-06-29,lord_membership,Viscount Hutchinson of Knocklofty,1825-08-22,1832-06-29,
Mr,John,Hutchinson,1757-05-15,1832-06-29,alternative_title,Baron Donoughmore of Knocklofty,1825-08-22,1832-06-29,
Mr,John,Hutchinson,1757-05-15,1832-06-29,alternative_title,Earl of Donoughmore of Knocklofty,1825-08-22,1832-06-29,
Mr,John,Hutchinson,1757-05-15,1832-06-29,alternative_title,Viscount Donoughmore of Knocklofty,1825-08-22,1832-06-29,
Mr,John,Hutchinson,1848-03-02,1900-12-05,lord_membership,Viscount Hutchinson of Knocklofty,1866-02-22,1900-12-05,
Mr,John,Hutchinson,1848-03-02,1900-12-05,alternative_title,Baron Donoughmore of Knocklofty,1866-02-22,1900-12-05,
Mr,John,Hutchinson,1848-03-02,1900-12-05,alternative_title,Earl of Donoughmore of Knocklofty,1866-02-22,1900-12-05,
Mr,John,Hutchinson,1848-03-02,1900-12-05,alternative_title,Viscount Donoughmore of Knocklofty,1866-02-22,1900-12-05,
Mr,Richard,Hutchinson,1756-01-29,1825-08-22,lord_membership,Viscount Hutchinson of Knocklofty,1821-07-14,1825-08-22,6816.0
Mr,Richard,Hutchinson,1756-01-29,1825-08-22,alternative_title,Baron Donoughmore of Knocklofty,1788-06-24,1825-08-22,6816.0
Mr,Richard,Hutchinson,1756-01-29,1825-08-22,alternative_title,Viscount Donoughmore of Knocklofty,1797-11-20,1825-08-22,6816.0
Mr,Richard,Hutchinson,1756-01-29,1825-08-22,alternative_title,Earl of Donoughmore of Knocklofty,1800-12-31,1825-08-22,6816.0
Mr,Richard,Hutchinson,1823-04-04,1866-02-22,lord_membership,Viscount Hutchinson of Knocklofty,1851-09-14,1866-02-22,6607.0
Mr,Richard,Hutchinson,1823-04-04,1866-02-22,alternative_title,Baron Donoughmore of Knocklofty,1851-09-14,1866-02-22,6607.0
Mr,Richard,Hutchinson,1823-04-04,1866-02-22,alternative_title,Earl of Donoughmore of Knocklofty,1851-09-14,1866-02-22,6607.0
Mr,Richard,Hutchinson,1823-04-04,1866-02-22,alternative_title,Viscount Donoughmore of Knocklofty,1851-09-14,1866-02-22,6607.0
Mr,Richard,Hutchinson,1875-03-02,1948-10-19,lord_membership,Viscount Hutchinson of Knocklofty,1900-12-05,1948-10-19,7171.0
Mr,Richard,Hutchinson,1875-03-02,1948-10-19,alternative_title,Baron Donoughmore of Knocklofty,1900-12-05,1948-10-19,7171.0
Mr,Richard,Hutchinson,1875-03-02,1948-10-19,alternative_title,Earl of Donoughmore of Knocklofty,1900-12-05,1948-10-19,7171.0
Mr,Richard,Hutchinson,1875-03-02,1948-10-19,alternative_title,Viscount Donoughmore of Knocklofty,1900-12-05,1948-10-19,7171.0
Lord,,Hyde,1846-01-01,1914-10-02,lord_membership,Earl of Clarendon,1870-01-01,1914-10-02,5247.0
Lord,,Hyde,1846-01-01,1914-10-02,lord_membership,Baron Hyde of Hindon,1870-06-27,1914-10-02,5247.0
Lord,,Hyde,1846-01-01,1914-10-02,alternative_name,Edward Villiers,1846-01-01,1914-12-31,5247.0
Viscount,,Ingestre,1830-01-01,1877-12-31,lord_membership,Earl of Shrewsbury,1868-01-01,1877-12-31,
Viscount,,Ingestre,1830-01-01,1877-12-31,alternative_name,Charles Chetwynd-Talbot,1830-01-01,1877-12-31,
Viscount,,Ingestre,1803-01-01,1868-12-31,lord_membership,Earl Talbot,1849-01-01,1868-12-31,
Viscount,,Ingestre,1803-01-01,1868-12-31,lord_membership,Earl of Shrewsbury,1856-01-01,1868-12-31,
Viscount,,Ingestre,1803-01-01,1868-12-31,alternative_name,Henry Chetwynd-Talbot,1803-01-01,1868-12-31,
Mr,John,Inglis,1810-01-01,1891-12-31,lord_membership,Lord Glencorse,1858-01-01,1891-12-31,4585.0
Mr,James,Innes-Ker,,1879-04-23,lord_membership,Earl Innes,1837-08-11,1879-04-23,
Mr,Florance,Irby,1837-05-09,1877-01-04,lord_membership,Baron Boston,1869-12-22,1877-01-04,
Mr,Frederick,Irby,1749-06-09,1825-03-23,lord_membership,Baron Boston,1775-03-30,1825-03-23,6696.0
Mr,George,Irby,1860-09-06,1941-09-16,lord_membership,Baron Boston,1877-01-04,1941-09-16,
Mr,George,Irby,1777-12-27,1856-03-12,lord_membership,Baron Boston,1825-03-23,1856-03-12,
Mr,George,Irby,1802-09-14,1869-12-22,lord_membership,Baron Boston,1856-03-12,1869-12-22,
,,Iveagh,1881-01-01,1966-02-16,alternative_name,Lady Gwendolyn Onslow,1881-01-01,1903-12-31,
,,Iveagh,1881-01-01,1966-02-16,alternative_name,Lady Gwendolyn Guinness,1903-01-01,1966-12-31,
Mr,William,Jackson,1840-01-01,1917-04-04,lord_membership,Baron Allerton,1902-01-01,1917-04-04,
Mr,Henry,James,1828-01-01,1911-08-18,lord_membership,Baron James of Hereford,1895-01-01,1911-08-18,
Hon.,Walter,James,1840-01-01,1923-01-27,lord_membership,Lord Northbourne,1893-01-01,1923-01-27,
Sir,Walter,James,1816-01-01,1893-12-31,lord_membership,Baron Northbourne,1884-01-01,1893-12-31,
Sir,John,Jenkins,1835-01-01,1915-07-27,lord_membership,Baron Glantawe,1906-01-01,1915-07-27,
Mr,Robert,Jenkinson,1770-06-07,1828-12-04,lord_membership,Baron Hawkesbury,1803-11-22,1828-12-04,6767.0
Mr,Robert,Jenkinson,1770-06-07,1828-12-04,lord_membership,Earl Liverpool,1808-12-17,1828-12-04,6767.0
Mr,Charles,Jephson,1799-01-01,1888-12-31,alternative_name,Charles Jephson-Norreys,1838-01-01,1888-12-31,
Earl,,Jermyn,1800-01-01,1864-12-31,lord_membership,Marquess of Bristol,1859-01-01,1864-12-31,
Earl,,Jermyn,1800-01-01,1864-12-31,lord_membership,Earl of Bristol,1859-02-15,1864-10-30,
Earl,,Jermyn,1800-01-01,1864-12-31,lord_membership,Earl Jermyn of Horningsheath,1859-02-15,1864-10-30,
Earl,,Jermyn,1800-01-01,1864-12-31,lord_membership,Baron Hervey of Ickworth,1859-02-15,1864-10-30,
Earl,,Jermyn,1800-01-01,1864-12-31,alternative_name,Frederick Hervey,1800-01-01,1864-12-31,
Earl,,Jermyn,1834-01-01,1907-08-07,lord_membership,Marquess of Bristol,1864-01-01,1907-08-07,
Earl,,Jermyn,1834-01-01,1907-08-07,lord_membership,Earl of Bristol,1864-10-30,1907-08-07,
Earl,,Jermyn,1834-01-01,1907-08-07,lord_membership,Earl Jermyn of Horningsheath,1864-10-30,1907-08-07,
Earl,,Jermyn,1834-01-01,1907-08-07,lord_membership,Baron Hervey of Ickworth,1864-10-30,1907-08-07,
Earl,,Jermyn,1834-01-01,1907-08-07,alternative_name,Frederick Hervey,1834-01-01,1907-12-31,
Hon.,Henry,Jerningham,1802-01-01,1884-12-31,lord_membership,Baron Stafford,1851-01-01,1884-12-31,
Mr,John,Jervis,,1823-03-13,lord_membership,Viscount St Vincent,1801-04-27,1823-03-13,6697.0
Mr,Henry,Jervis-White-Jervis,1825-01-01,1881-12-31,alternative_name,Henry White-Jervis,1825-01-01,1881-12-31,4639.0
Mr,Francis,Jeune,1843-03-17,1905-04-09,lord_membership,Baron St Helier,1905-02-23,1905-04-09,
Mr,Francis,Jeune,1843-03-17,1905-04-09,lord_membership,Baron St. Helier,1905-02-23,1905-04-09,
Mr,John,Jocelyn,1823-06-05,1897-07-03,lord_membership,Baron Clanbrassill of Hyde Hall,1880-01-09,1897-07-03,6984.0
Mr,Robert,Jocelyn,1846-11-22,1880-01-09,lord_membership,Baron Clanbrassill of Hyde Hall,1870-03-20,1880-01-09,
Mr,Robert,Jocelyn,1788-10-27,1870-03-28,lord_membership,Baron Clanbrassill of Hyde Hall,1821-07-17,1870-03-20,
Mr,George,John,1761-03-05,1824-12-11,lord_membership,Baron St. John of Battersea,1787-05-05,1824-12-11,6698.0
Mr,George,John,1761-03-05,1824-12-11,lord_membership,Baron St. John of Lydiard Tregoze,1787-05-05,1824-12-11,6698.0
Mr,George,John,1761-03-05,1824-12-11,lord_membership,Viscount Bolingbroke,1787-05-05,1824-12-11,6698.0
Mr,George,John,1761-03-05,1824-12-11,lord_membership,Viscount St. John,1787-05-05,1824-12-11,6698.0
Mr,Henry,John,1820-03-30,1899-11-07,lord_membership,Baron St. John of Battersea,1824-12-18,1899-11-07,
Mr,Henry,John,1820-03-30,1899-11-07,lord_membership,Viscount Bolingbroke,1851-10-01,1899-11-07,
Mr,Henry,John,1820-03-30,1899-11-07,lord_membership,Baron St. John of Lydiard Tregoze,1851-10-01,1899-11-07,
Mr,Henry,John,1820-03-30,1899-11-07,lord_membership,Viscount St. John,1851-10-01,1899-11-07,
Mr,Henry,John,1786-03-06,1851-10-01,lord_membership,Baron St. John of Battersea,1824-12-18,1851-10-01,
Mr,Henry,John,1786-03-06,1851-10-01,lord_membership,Baron St. John of Lydiard Tregoze,1824-12-18,1851-10-01,
Mr,Henry,John,1786-03-06,1851-10-01,lord_membership,Viscount Bolingbroke,1824-12-18,1851-10-01,
Mr,Henry,John,1786-03-06,1851-10-01,lord_membership,Viscount St. John,1824-12-18,1851-10-01,
Mr,Vernon,John,1896-03-15,1974-05-01,lord_membership,Baron St. John of Battersea,1899-11-07,1974-05-01,7163.0
Mr,Vernon,John,1896-03-15,1974-05-01,lord_membership,Baron St. John of Lydiard Tregoze,1899-11-07,1974-05-01,7163.0
Mr,Vernon,John,1896-03-15,1974-05-01,lord_membership,Viscount Bolingbroke,1899-11-07,1974-05-01,7163.0
Mr,Vernon,John,1896-03-15,1974-05-01,lord_membership,Viscount St. John,1899-11-07,1974-05-01,7163.0
Mr,Jabez,Johnson-Ferguson,1849-01-01,1929-12-10,alternative_name,Jabez Johnson,1849-01-01,1881-12-31,6097.0
Sir,Harcourt,Johnstone,1829-01-01,1916-03-01,lord_membership,Baron Derwent,1881-01-01,1916-03-01,5246.0
Mr,John,Johnstone,1796-01-01,1876-12-31,alternative_title,Earl of Annandale and Hartfell,1818-08-28,1876-07-11,
Mr,John,Johnstone,1796-01-01,1876-12-31,alternative_title,Lord Johnstone,1818-08-28,1876-07-11,
Mr,John,Johnstone,1842-01-01,1912-12-26,alternative_name,John Hope-Johnstone,1842-01-01,1912-12-31,
Mr,John,Johnstone,1842-01-01,1912-12-26,alternative_title,Earl of Annandale and Hartfell,1876-07-11,1912-12-26,
Mr,John,Johnstone,1842-01-01,1912-12-26,alternative_title,Lord Johnstone,1876-07-11,1912-12-26,
Sir,James,Joicey,1846-01-01,1936-11-21,lord_membership,Baron Joicey,1906-01-13,1936-11-21,5971.0
Hon.,Hedworth,Jolliffe,1829-01-01,1899-12-31,lord_membership,Earl Hylton,1876-01-01,1899-12-31,4391.0
Mr,Hylton,Jolliffe,1862-01-01,1945-05-26,lord_membership,Baron Hylton,1899-01-01,1945-05-26,
Mr,Hylton,Jolliffe,1862-01-01,1945-05-26,alternative_name,Hylton Hylton-Joliffe,1862-01-01,1945-12-31,
Sir,William,Jolliffe,1800-01-01,1876-12-31,lord_membership,Baron Hylton,1866-01-01,1876-12-31,
Mr,William,Joynson-Hicks,1865-01-01,1932-06-08,alternative_name,William Hicks,1865-01-01,1896-12-31,8426.0
Mr,Edward,Keane,1815-05-04,1882-07-25,lord_membership,Baron Keane,1844-08-26,1882-07-25,6608.0
Mr,John,Keane,1781-02-06,1844-08-26,lord_membership,Baron Keane,1839-12-23,1844-08-26,
Mr,John,Keane,1816-09-01,1901-11-27,lord_membership,Baron Keane,1882-07-25,1901-11-27,7012.0
Sir,Hudson,Kearley,1856-01-01,1934-09-05,lord_membership,Baron Devonport,1910-01-01,1934-09-05,7271.0
Mr,Anthony,Keith Falconer,,1844-07-11,lord_membership,Baron Kintore,1838-07-05,1844-07-11,
Viscount,,Kelburne,1792-01-01,1869-12-31,lord_membership,Earl of Glasgow,1843-01-01,1869-12-31,
Viscount,,Kelburne,1792-01-01,1869-12-31,alternative_name,James Boyle,1792-01-01,1869-12-31,
Mr,Charles,Kemeys-Tynte,1800-01-01,1882-12-31,alternative_name,Charles Tynte,1800-01-01,1882-12-31,
Mr,Charles,Kemeys-Tynte,1779-01-01,1860-12-31,alternative_name,Charles Tynte,1779-01-01,1860-12-31,2878.0
Mr,Archibald,Kennedy,1816-08-25,1870-03-20,lord_membership,Baron Ailsa,1846-09-08,1870-03-20,
Mr,Archibald,Kennedy,1816-08-25,1870-03-20,alternative_title,Earl of Cassillis,1846-09-08,1870-03-20,
Mr,Archibald,Kennedy,1816-08-25,1870-03-20,alternative_title,Lord Kennedy,1846-09-08,1870-03-20,
Mr,Archibald,Kennedy,1847-09-01,1938-04-09,lord_membership,Baron Ailsa,1870-03-20,1938-04-09,
Mr,Archibald,Kennedy,1847-09-01,1938-04-09,alternative_title,Earl of Cassillis,1870-03-20,1938-04-09,
Mr,Archibald,Kennedy,1847-09-01,1938-04-09,alternative_title,Lord Kennedy,1870-03-20,1938-04-09,
Mr,Archibald,Kennedy,,1846-09-08,lord_membership,Baron Ailsa,1806-11-12,1846-09-08,2653.0
Mr,Archibald,Kennedy,,1846-09-08,lord_membership,Marquess Ailsa,1831-09-10,1846-09-08,
Mr,William,Keown,1816-01-01,1877-12-31,alternative_name,William Keown-Boyd,1873-01-01,1877-12-31,5019.0
Mr,Augustus,Keppel,1794-06-02,1851-03-15,lord_membership,Baron Ashford,1849-10-30,1851-03-15,2185.0
Mr,Augustus,Keppel,1794-06-02,1851-03-15,lord_membership,Earl of Albemarle,1849-10-30,1851-03-15,2185.0
Mr,Augustus,Keppel,1794-06-02,1851-03-15,lord_membership,Viscount Bury,1849-10-30,1851-03-15,2185.0
Hon.,George,Keppel,1799-01-01,1891-12-31,lord_membership,Baron Ashford,1851-03-15,1891-02-21,3109.0
Hon.,George,Keppel,1799-01-01,1891-12-31,lord_membership,Earl of Albemarle,1851-03-15,1891-02-21,3109.0
Hon.,George,Keppel,1799-01-01,1891-12-31,lord_membership,Viscount Bury,1851-03-15,1891-02-21,3109.0
Hon.,George,Keppel,1799-01-01,1891-12-31,lord_membership,Earl of Albemarle,1869-01-01,1891-12-31,3109.0
Mr,William,Keppel,1772-05-14,1849-10-30,lord_membership,Baron Ashford,1772-10-13,1849-10-30,6528.0
Mr,William,Keppel,1772-05-14,1849-10-30,lord_membership,Earl of Albemarle,1772-10-13,1849-10-30,6528.0
Mr,William,Keppel,1772-05-14,1849-10-30,lord_membership,Viscount Bury,1772-10-13,1849-10-30,6528.0
Mr,William,Ker,,1824-04-27,lord_membership,Baron Ker,1821-07-17,1824-04-27,
,,Kerry,1872-01-01,1936-03-05,alternative_name,Henry Petty-Fitzmaurice,1872-01-01,1936-12-31,
,,Kerry,1811-01-01,1836-12-31,alternative_name,William Petty-Fitzmaurice,1811-01-01,1836-12-31,
Viscount,,Kilcoursie,1839-01-01,1900-07-14,lord_membership,Earl of Cavan,1887-01-01,1900-07-14,
Viscount,,Kilcoursie,1839-01-01,1900-07-14,alternative_name,Frederick Lambart,1839-01-01,1900-12-31,
Viscount,,Kilcoursie,1839-01-01,1900-07-14,alternative_name,Earl of Cavan,1887-01-01,1900-12-31,
Viscount,,Kilcoursie,1839-01-01,1900-07-14,alternative_title,Earl of the County of Cavan,1887-12-16,1900-07-14,
Viscount,,Kilcoursie,1839-01-01,1900-07-14,alternative_title,Lord Lambart,1887-12-16,1900-07-14,
Viscount,,Kilcoursie,1839-01-01,1900-07-14,alternative_title,Viscount Kilcoursie,1887-12-16,1900-07-14,
,,Kildare,1819-01-01,1887-12-31,lord_membership,Baron Kildare,1870-01-01,1887-12-31,
,,Kildare,1819-01-01,1887-12-31,lord_membership,Duke of Leinster,1874-01-01,1887-12-31,
Mr,George,King,1771-04-28,1839-10-18,lord_membership,Baron Kingston of Mitchelstown,1821-07-17,1839-10-18,6818.0
Mr,George,King,1771-04-28,1839-10-18,alternative_title,Baron Kingston of Rockingham,1799-04-17,1839-10-18,6818.0
Mr,George,King,1771-04-28,1839-10-18,alternative_title,Earl of Kingston,1799-04-17,1839-10-18,6818.0
Mr,George,King,1771-04-28,1839-10-18,alternative_title,Viscount Kingston of Kingsborough,1799-04-17,1839-10-18,6818.0
Mr,James,King,1800-04-08,1869-09-08,lord_membership,Baron Kingston of Mitchelstown,1867-01-21,1869-09-08,
Mr,James,King,1800-04-08,1869-09-08,alternative_title,Baron Kingston of Rockingham,1867-01-21,1869-09-08,
Mr,James,King,1800-04-08,1869-09-08,alternative_title,Earl of Kingston,1867-01-21,1869-09-08,
Mr,James,King,1800-04-08,1869-09-08,alternative_title,Viscount Kingston of Kingsborough,1867-01-21,1869-09-08,
Mr,Robert,King,1796-10-04,1867-01-21,lord_membership,Baron Kingston of Mitchelstown,1839-10-18,1867-01-21,
Mr,Robert,King,1796-10-04,1867-01-21,alternative_title,Baron Kingston of Rockingham,1839-10-18,1867-01-21,
Mr,Robert,King,1796-10-04,1867-01-21,alternative_title,Earl of Kingston,1839-10-18,1867-01-21,
Mr,Robert,King,1796-10-04,1867-01-21,alternative_title,Viscount Kingston of Kingsborough,1839-10-18,1867-01-21,
Mr,Robert,King,1804-07-17,1869-10-16,alternative_title,Baron Erris of Boyle,1854-02-20,1869-10-16,
Mr,Robert,King,1804-07-17,1869-10-16,alternative_title,Viscount Lorton of Boyle,1854-02-20,1869-10-16,
Mr,Robert,King,1804-07-17,1869-10-16,alternative_title,Baron Kingston of Rockingham,1869-09-08,1869-10-16,2487.0
Mr,Robert,King,1804-07-17,1869-10-16,alternative_title,Viscount Kingston of Kingsborough,1869-09-08,1869-10-16,2487.0
Mr,Robert,King,1804-07-17,1869-10-16,alternative_title,Earl of Kingston,1869-09-08,1869-10-16,2487.0
Mr,William,King,,1893-12-29,lord_membership,Earl Lovelace,1838-06-30,1893-12-29,
Sir,Clement,Kinloch-Cooke,1854-01-01,1944-09-04,alternative_name,Clement Cooke,1854-01-01,1905-12-31,8477.0
Hon.,Arthur,Kinnaird,1814-01-01,1887-12-31,lord_membership,Ld Kinnaird,1878-01-01,1887-12-31,3538.0
Mr,George,Kinnaird,1807-04-14,1878-01-07,lord_membership,Baron Rossie,1831-06-23,1878-01-07,6530.0
Mr,George,Kinnaird,1807-04-14,1878-01-07,lord_membership,Baron Kinnaird of Rossie,1860-09-01,1878-01-07,6530.0
Mr,Alexander,Kinnear,1833-11-03,1917-12-20,lord_membership,Lord Kinnear,1882-01-01,1917-12-20,6998.0
Mr,Alexander,Kinnear,1833-11-03,1917-12-20,lord_membership,Baron Kinnear,1897-02-05,1917-12-20,6998.0
Mr,Horatio,Kitchener,,1916-06-05,lord_membership,Baron Kitchener of Khartoum,1898-11-01,1916-06-05,
Mr,Horatio,Kitchener,,1916-06-05,lord_membership,Viscount Kitchener of Khartoum,1902-07-11,1916-06-05,
Sir,James,Kitson,1835-01-01,1911-03-16,lord_membership,Baron Airedale,1907-01-01,1911-03-16,7240.0
Mr,Edward,Knatchbull-Hugessen,1829-01-01,1893-12-31,lord_membership,Baron Brabourne,1880-01-01,1893-12-31,4540.0
Mr,Edward,Knatchbull-Hugessen,1829-01-01,1893-12-31,alternative_name,Edward Knatchbull,1829-01-01,1893-12-31,4540.0
Mr,Wyndham,Knatchbull-Hugessen,1885-09-21,1915-03-11,lord_membership,Baron Brabourne of Brabourne,1909-12-29,1915-03-11,7272.0
Hon.,Edward,Knatchbull-Hugesson,1857-01-01,1909-12-29,lord_membership,Baron Brabourne,1893-01-01,1909-12-29,6387.0
Sir,Rainald,Knightley,1819-01-01,1895-12-31,lord_membership,Baron Knightley,1892-01-01,1895-12-31,4262.0
Mr,Francis,Knollys,,1924-08-15,lord_membership,Baron Knollys,1902-07-21,1924-08-15,
Mr,William,Knollys,1763-03-02,1834-03-20,lord_membership,Earl of Banbury,1793-01-01,1834-03-20,6699.0
Hon.,Thomas,Knox,1816-01-01,1858-12-31,lord_membership,Earl Ranfurley,1858-01-01,1858-12-31,
Hon.,Thomas,Knox,1816-01-01,1858-12-31,lord_membership,Baron Ranfurly of Ramphorlie,1858-03-21,1858-05-20,
Hon.,Thomas,Knox,1816-01-01,1858-12-31,alternative_name,Viscount Northland,1840-01-01,1858-12-31,
Hon.,Thomas,Knox,1816-01-01,1858-12-31,alternative_title,Baron Welles of Dungannon,1858-03-21,1858-05-20,
Hon.,Thomas,Knox,1816-01-01,1858-12-31,alternative_title,Earl of Ranfurly,1858-03-21,1858-05-20,
Hon.,Thomas,Knox,1816-01-01,1858-12-31,alternative_title,Viscount Northland of Dungannon,1858-03-21,1858-05-20,
Mr,Thomas,Knox,1754-08-05,1840-04-26,lord_membership,Baron Ranfurly of Ramphorlie,1826-07-06,1840-04-26,
Mr,Thomas,Knox,1754-08-05,1840-04-26,alternative_title,Baron Welles of Dungannon,1818-11-05,1840-04-26,
Mr,Thomas,Knox,1754-08-05,1840-04-26,alternative_title,Viscount Northland of Dungannon,1818-11-05,1840-04-26,
Mr,Thomas,Knox,1754-08-05,1840-04-26,alternative_title,Earl of Ranfurly,1831-09-14,1840-04-26,
Mr,Thomas,Knox,1849-07-28,1875-05-10,lord_membership,Baron Ranfurly of Ramphorlie,1858-05-20,1875-05-10,
Mr,Thomas,Knox,1849-07-28,1875-05-10,alternative_title,Baron Welles of Dungannon,1858-05-20,1875-05-10,
Mr,Thomas,Knox,1849-07-28,1875-05-10,alternative_title,Earl of Ranfurly,1858-05-20,1875-05-10,
Mr,Thomas,Knox,1849-07-28,1875-05-10,alternative_title,Viscount Northland of Dungannon,1858-05-20,1875-05-10,
Mr,Uchter,Knox,1856-08-14,1933-10-01,lord_membership,Baron Ranfurly of Ramphorlie,1875-05-10,1933-10-01,6967.0
