member.id,mp.name,mp.sname,mp.fname,mp.dob,mp.dob_approximate,mp.dod,mp.dod_approximate
5572,Sir Walter Wyndham Burrell,Burrell,Walter,1814-01-01,1,1886-12-31,1
5573,Hon. Thomas Francis Fremantle,Fremantle,Thomas,1830-01-01,1,1918-04-13,0
5574,Mr William Watson,Watson,William,1828-01-01,1,1899-12-31,1
5575,Mr Leonard Henry Courtney,Courtney,Leonard,1832-01-01,1,1918-05-11,0
5576,Mr Edward Robert King-Harman,King-Harman,Edward,1838-01-01,1,1888-12-31,1
5577,Mr John Dyson Hutchinson,Hutchinson,John,1822-01-01,1,1882-12-31,1
5578,Hon. Sidney Herbert,Herbert,Sidney,1853-01-01,1,1913-03-30,0
5579,Sir Hardinge Stanley Giffard,Giffard,Hardinge,1823-01-01,1,1921-12-11,0
5580,Colonel Oliver Ormerod Walker,Walker,Oliver,1833-01-01,1,1914-05-30,0
5581,Hon. Frederick Stephen Archibald Hanbury-Tracy,Hanbury-Tracy,Frederick,1848-01-01,1,1906-08-09,0
5582,Mr Edmund Dwyer Gray,Gray,Edmund,1845-01-01,1,1888-12-31,1
5583,Viscount Mandeville (George Victor Drogo Montagu),Montagu,,1853-01-01,1,1892-12-31,1
5584,Sir Bryan O'Loghlen,O'Loghlen,Bryan,1828-01-01,1,1905-10-31,0
5585,Mr Alfred Mellor Watkin,Watkin,Alfred,1846-01-01,1,1914-11-30,0
5586,Lord Brownlow Henry George Burghley,Burghley,,1849-01-01,1,1898-12-31,1
5587,Sir Baldwyn Leighton,Leighton,Baldwyn,1836-01-01,1,1897-12-31,1
5588,Mr James Stewart,Stewart,James,1827-01-01,1,1895-12-31,1
5589,Mr Andrew Grant,Grant,Andrew,1830-01-01,1,1924-10-23,1
5590,Mr Edward William Harcourt,Harcourt,Edward,1825-01-01,1,1891-12-31,1
5591,Mr Henry Edward Home-Drummond-Moray,Home-Drummond-Moray,Henry,1846-01-01,1,1911-05-16,1
5592,Hon. Alfred Erskine Gathorne-Hardy,Gathorne-Hardy,Alfred,1845-01-01,1,1918-11-11,0
5593,Mr Thomas William Chester-Master,Chester-Master,Thomas,1841-01-01,1,1914-11-14,0
5594,Sir Philip John William Miles,Miles,Philip,1825-01-01,1,1888-12-31,1
5595,Mr William Stephen Gore-Langton,Gore-Langton,William,1847-01-01,1,1902-03-28,0
5596,Mr John Derby Allcroft,Allcroft,John,1822-01-01,1,1893-12-31,1
5597,Mr William Ewart,Ewart,William,1817-01-01,1,1889-12-31,1
5598,Mr Edward Ridley,Ridley,Edward,1843-01-01,1,1928-10-14,0
5599,Mr Hamar Alfred Bass,Bass,Hamar,1842-01-01,1,1898-12-31,1
5600,Viscount Castlereagh (Charles Vane-Tempest-Stewart),Vane-Tempest-Stewart,,1852-01-01,1,1915-02-08,0
5601,Viscount Lewisham (William Heneage Legge),Legge,,1851-01-01,1,1936-03-11,0
5602,Mr George William Palmer,Palmer,George,1851-01-01,1,1913-10-08,0
5603,Mr Alfred Giles,Giles,Alfred,1816-01-01,1,1895-12-31,1
5604,Mr John Roberts,Roberts,John,1835-01-01,1,1894-12-31,1
5605,Mr Isaac Wilson,Wilson,Isaac,1822-01-01,1,1899-12-31,1
5606,Lord Colin Campbell,Campbell,Colin,1853-01-01,1,1895-12-31,1
5607,Mr Thomas Garfit,Garfit,Thomas,1815-01-01,1,1883-12-31,1
5608,Mr Samuel Rathbone Edge,Edge,Samuel,1848-01-01,1,1936-09-27,1
5609,Lieut-Colonel Arthur Tremayne,Tremayne,Arthur,1827-01-01,1,1905-11-14,0
5610,Hon. William John Wentworth-Fitzwilliam,Wentworth-Fitzwilliam,William,1852-01-01,1,1889-12-31,1
5611,Mr Lewis Fry,Fry,Lewis,1832-01-01,1,1921-09-10,0
5612,Mr George Courtauld,Courtauld,George,1830-01-01,1,1920-02-29,1
5613,Mr Edward Hicks,Hicks,Edward,1814-01-01,1,1889-12-31,1
5614,Sir Edward Birkbeck,Birkbeck,Edward,1838-01-01,1,1907-09-02,0
5615,Mr David La Touche Colthurst,Colthurst,David,1828-01-01,1,1907-01-19,1
5616,Lord Brooke (Francis Greville),Greville,,1853-01-01,1,1924-01-15,0
5617,Mr William Fletcher,Fletcher,William,1831-01-01,1,1900-08-06,0
5618,Mr George James Howard,Howard,George,1843-01-01,1,1911-04-16,0
5619,Mr Justin McCarthy,McCarthy,Justin,1830-01-01,1,1912-04-24,0
5620,Mr Robert Peter Laurie,Laurie,Robert,1835-01-01,1,1905-07-29,0
5621,Mr Daniel Fitzgerald Gabbett,Gabbett,Daniel,1841-01-01,1,1898-12-31,1
5622,Mr James Lysaght Finigan,Finigan,James,,1,,1
5623,Mr Charles Tennant,Tennant,Charles,1823-01-01,1,1906-06-04,0
5624,Sir George MacPherson Grant,Grant,George,1839-01-01,1,1907-12-05,0
5625,Mr John Francis Smithwick,Smithwick,John,1844-01-01,1,1913-08-27,1
5626,Mr Edward Whitley,Whitley,Edward,1825-01-01,1,1892-12-31,1
5627,Sir Edward George Clarke,Clarke,Edward,1841-01-01,1,1931-04-26,0
5628,Mr John Webster,Webster,John,1810-01-01,1,1891-12-31,1
5629,Mr James Alexander Campbell,Campbell,James,1825-01-01,1,1908-05-09,0
5630,Mr Robert Farquharson,Farquharson,Robert,1837-01-01,1,1918-06-08,0
5631,Mr Francis William Buxton,Buxton,Francis,1847-01-01,1,1911-11-14,0
5632,Mr Edward Macnaghten,Macnaghten,Edward,1830-01-01,1,1913-02-17,0
5633,Mr James Nicholson Richardson,Richardson,James,1846-01-01,1,1921-12-31,1
5634,Mr Hugh Mason,Mason,Hugh,1817-01-01,1,1886-12-31,1
5635,Mr George William Erskine Russell,Russell,George,1853-01-01,1,1919-03-17,0
5636,Mr Richard Frederick Fotheringham Campbell,Campbell,Richard,1831-01-01,1,1888-12-31,1
5637,Mr Robert William Cochran-Patrick,Cochran-Patrick,Robert,1866-01-01,1,1897-12-31,1
5638,Mr Percy Broderick Bernard,Bernard,Percy,1844-01-01,1,1912-07-18,0
5639,Viscount Lymington (Newton Wallop),Wallop,,1856-01-01,1,1917-12-04,0
5640,Mr Edmund Robert Wodehouse,Wodehouse,Edmund,1835-01-01,1,1914-12-14,0
5641,The Lord Tweedmouth (Edward Marjoribanks),Marjoribanks,Edward,1849-01-01,1,1909-09-15,0
5642,Mr William Coddington,Coddington,William,1830-01-01,1,1918-02-15,0
5643,Mr John Pennington Thomasson,Thomasson,John,1841-01-01,1,1904-05-19,0
5644,Mr Cyril Flower,Flower,Cyril,1843-01-01,1,1907-08-28,0
5645,Mr Charles Nicholas Warton,Warton,Charles,1832-01-01,1,1900-07-31,0
5646,Mr John Robert Hollond,Hollond,John,1843-01-01,1,1892-12-31,1
5647,Sir William Thackeray Marriott,Marriott,William,1834-01-01,1,1903-07-27,0
5648,Hon. Rupert Clement George Carington,Carington,Rupert,1852-01-01,1,1929-11-11,0
5649,Mr T. Russell,Russell,T.,,1,,0
5650,Mr Hugh Shield,Shield,Hugh,1831-01-01,1,1903-11-24,0
5651,Mr Charles Dawson,Dawson,Charles,1842-01-01,1,1917-03-17,1
5652,Sir Donald Horne Macfarlane,Macfarlane,Donald,1830-01-01,1,1904-06-02,0
5653,Mr Thomas Greer,Greer,Thomas,1837-01-01,1,1928-02-19,0
5654,Mr Joseph Firth Bottomley Firth,Firth,Joseph,1842-01-01,1,1889-12-31,1
5655,Baron Charles Conrad Adolphus De Ferrieres,De Ferrieres,Charles,1823-01-01,1,1908-03-18,0
5656,Hon. Beilby Lawley,Lawley,Beilby,1849-01-01,1,1912-01-15,1
5657,Sir Horace Davey,Davey,Horace,1833-01-01,1,1907-02-20,0
5658,Mr William Henry O'Shea,O'Shea,William,1840-01-01,1,1905-12-31,1
5659,Mr Richard Fort,Fort,Richard,1856-01-01,1,1918-06-30,0
5660,Mr Edward Waugh,Waugh,Edward,1816-01-01,1,1891-12-31,1
5661,Mr Richard Knight Causton,Causton,Richard,1843-01-01,1,1929-02-23,0
5662,Mr William Willis,Willis,William,1835-01-01,1,1911-08-22,0
5663,Mr John Daly,Daly,John,1834-01-01,1,1888-12-31,1
5664,Hon. Thomas Charles Agar-Robartes,Agar-Robartes,Thomas,1844-01-01,1,1930-07-19,0
5665,Mr William Copeland Borlase,Borlase,William,1848-01-01,1,1899-12-31,1
5666,Mr William Henry Wills,Wills,William,1830-01-01,1,1911-01-29,0
5667,Sir Richard Courtenay Musgrave,Musgrave,Richard,1838-01-01,1,1881-12-31,1
5668,Mr David Ainsworth,Ainsworth,David,1842-01-01,1,1906-03-21,0
5669,Sir Theodore Fry,Fry,Theodore,1836-01-01,1,1912-02-05,0
5670,Mr Alfred Barnes,Barnes,Alfred,1823-01-01,1,1901-11-28,0
5671,Mr John Frederick Cheetham,Cheetham,John,1835-01-01,1,1916-02-25,0
5672,Mr William Hood Walrond,Walrond,William,1849-01-01,1,1925-05-17,0
5673,Reverend John Boyd Kinnear,Kinnear,John,1824-01-01,1,1894-12-31,1
5674,Lord Arthur William Hill,Hill,Arthur,1846-01-01,1,1931-01-13,0
5675,Mr Robert Dyer Lyons,Lyons,Robert,1826-01-01,1,1886-12-31,1
5676,Sir Charles Arthur Russell,Russell,Charles,1832-01-01,1,1900-08-10,0
5677,Mr Frank Henderson,Henderson,Frank,1836-01-01,1,1889-12-31,1
5678,Mr James Dickson,Dickson,James,1850-01-01,1,1941-08-08,1
5679,Mr John Joicey,Joicey,John,1817-01-01,1,1881-12-31,1
5680,Hon. Frederick William Lambton,Lambton,Frederick,1855-01-01,1,1929-01-31,0
5681,Sir Frederick Thorpe Mappin,Mappin,Frederick,1821-01-01,1,1910-03-19,0
5682,Viscount Cole (Lowry Egerton Cole),Cole,,1845-01-01,1,1925-04-28,0
5683,Sir Frederick Dixon Dixon-Hartland,Dixon-Hartland,Frederick,1832-01-01,1,1909-11-15,0
5684,Mr Daniel Rowlinson Ratcliff,Ratcliff,Daniel,1837-01-01,1,1923-03-12,0
5685,Mr Edward Johnson,Johnson,Edward,1833-01-01,1,1894-12-31,1
5686,Mr Henry Stafford Northcote,Northcote,Henry,1846-01-01,1,1911-09-23,0
5687,Mr Ellis Ashmead-Bartlett,Ashmead-Bartlett,Ellis,1849-01-01,1,1902-01-18,0
5688,Hon. Robert Preston Bruce,Bruce,Robert,1851-01-01,1,1893-12-31,1
5689,Mr Thomas Power O'Connor,O'Connor,T.P.,1848-01-01,1,1929-11-18,0
5690,Mr Robert Tweedie Middleton,Middleton,Robert,1831-01-01,1,1891-12-31,1
5691,Mr Thomas Robinson,Robinson,Thomas,1827-01-01,1,1897-12-31,1
5692,Lord Moreton (Henry Haughton Reynolds-Moreton),Reynolds-Moreton,,1857-01-01,1,1920-02-28,0
5693,Mr John William Mellor,Mellor,John,1835-01-01,1,1911-10-13,0
5694,Mr Charles Savile Roundell,Roundell,Charles,1827-01-01,1,1906-03-03,0
5695,Mr T. Bevan,Bevan,T.,1829-01-01,1,1907-03-01,0
5696,Mr Owen Lewis Cope Williams,Williams,Owen,1836-01-01,1,1913-01-15,0
5697,Baron Henry De Worms,De Worms,Henry,1840-01-01,1,1903-01-06,0
5698,Mr Francis Compton,Compton,Francis,1824-01-01,1,1915-10-24,0
5699,Sir Henry Whatley Tyler,Tyler,Henry,1827-01-01,1,1908-01-30,0
5700,Mr Charles James Murray,Murray,Charles,1851-01-01,1,1929-09-25,0
5701,Mr Walter Napleton Molesworth-St Aubyn,Molesworth-St Aubyn,Walter,1838-01-01,1,,1
5702,Sir Robert Threshie Reid,Reid,Robert,1846-01-01,1,1923-11-30,0
5703,Mr Thomas Duckham,Duckham,Thomas,1816-01-01,1,1902-03-02,0
5704,Sir Henry Aubrey-Fletcher,Aubrey-Fletcher,Henry,1835-01-01,1,1910-05-19,0
5705,Hon. William Henry Fellowes,Fellowes,William,1848-01-01,1,1925-05-08,0
5706,Mr Jesse Collings,Collings,Jesse,1831-01-01,1,1920-11-20,0
5707,Mr James Cropper,Cropper,James,1823-01-01,1,1900-10-16,0
5708,Mr Aretas Akers-Douglas,Akers-Douglas,Aretas,1851-01-01,1,1926-01-15,0
5709,Mr John Brinton,Brinton,John,1827-01-01,1,1914-07-02,1
5710,Mr James Leahy,Leahy,James,1822-01-01,1,1896-12-31,1
5711,Mr Edward Purcell Mulhallen Marum,Marum,Edward,1827-01-01,1,1890-12-31,1
5712,Mr Bernard Charles Molloy,Molloy,Bernard,1842-01-01,1,1916-06-26,0
5713,Sir William Hovell Browne Ffolkes,Ffolkes,William,1847-01-01,1,1912-05-09,0
5714,Mr John Maxwell Heron-Maxwell,Heron-Maxwell,John,1836-01-01,1,1899-12-31,1
5715,Sir Henry Meysey Meysey-Thompson,Meysey-Thompson,Henry,1845-01-01,1,1929-03-03,0
5716,Mr Frederick William Grafton,Grafton,Frederick,1816-01-01,1,1890-12-31,1
5717,Mr Randle Joseph Feilden,Feilden,Randle,1824-01-01,1,1895-12-31,1
5718,Mr William Agnew,Agnew,William,1825-01-01,1,1910-10-31,0
5719,Mr Robert Leake,Leake,Robert,1824-01-01,1,1901-05-01,0
5720,Mr William Lawies Jackson,Jackson,William,1840-01-01,1,1917-04-04,0
5721,Mr Edwyn Sherard Burnaby,Burnaby,Edwyn,1830-01-01,1,1883-12-31,1
5722,Mr Arthur Loftus Tottenham,Tottenham,Arthur,1838-01-01,1,1887-12-31,1
5723,Mr James Rankin,Rankin,James,1842-01-01,1,1915-04-17,0
5724,Mr Robert Laycock,Laycock,Robert,1833-01-01,1,1881-12-31,1
5725,Mr John Compton Lawrance,Lawrance,John,1832-01-01,1,1912-12-05,0
5726,Lord John William Maule Ramsay Ramsay,Ramsay,,1847-01-01,1,1887-12-31,1
5727,Mr John Evans Freke-Aylmer,Freke-Aylmer,John,1838-01-01,1,1907-10-14,0
5728,Mr Alexander Henry Ross,Ross,Alexander,1829-01-01,1,1888-12-31,1
5729,Mr William Moore Johnson,Johnson,William,1828-01-01,1,1918-12-09,0
5730,Mr John Slagg,Slagg,John,1841-01-01,1,1889-12-31,1
5731,Mr Daniel Grant,Grant,Daniel,1826-01-01,1,,1
5732,Mr Robert Henry Metge,Metge,Robert,1850-01-01,1,1900-09-19,1
5733,Mr Charles Herbert James,James,Charles,1817-01-01,1,1890-12-31,1
5734,Mr John Givan,Givan,John,1837-01-01,1,1895-12-31,1
5735,Mr William Findlater,Findlater,William,1824-01-01,1,1906-04-16,1
5736,Mr Edward Hamer Carbutt,Carbutt,Edward,1838-01-01,1,1905-10-08,1
5737,Mr John Allan Rolls,Rolls,John,1837-01-01,1,1912-09-24,1
5738,Mr Stuart Rendel,Rendel,Stuart,1834-01-01,1,1913-06-04,0
5739,Mr Joseph William Foley,Foley,Joseph,1821-01-01,1,1890-12-31,1
5740,Mr William Newzam Nicholson,Nicholson,William,1816-01-01,1,1899-12-31,1
5741,Mr Ashton Wentworth Dilke,Dilke,Ashton,1850-01-01,1,1883-12-31,1
5742,Mr Charles Donaldson-Hudson,Donaldson-Hudson,Charles,1840-01-01,1,1893-12-31,1
5743,Mr Henry Thomson,Thomson,Henry,,1,1916-12-30,1
5744,Mr Robert Thornhagh Gurdon,Gurdon,Robert,1829-01-01,1,1902-10-13,0
5745,Mr William Amhurst Tyssen Amherst,Amherst,William,1835-01-01,1,1909-01-16,0
5746,Mr Charles Bradlaugh,Bradlaugh,Charles,1833-01-01,1,1891-12-31,1
5747,Mr Charles Robert Spencer,Spencer,Charles,1857-01-01,1,1922-09-26,0
5748,Mr Albert Henry George Grey,Grey,Albert,1851-01-01,1,1917-08-29,0
5749,Mr John Skirrow Wright,Wright,John,1822-01-01,1,1880-12-31,1
5750,Mr Cecil George Savile Foljambe,Foljambe,Cecil,1846-01-01,1,1907-03-23,0
5751,Mr Joseph William Chitty,Chitty,Joseph,1828-01-01,1,1899-12-31,1
5752,Mr Henry George Allen,Allen,Henry,1815-01-01,1,1908-11-20,0
5753,Mr William Davies,Davies,William,1821-01-01,1,1895-12-31,1
5754,Mr Reginald Balliol Brett,Brett,Reginald,1852-01-01,1,1930-01-22,0
5755,Sir Donald Currie,Currie,Donald,1825-01-01,1,1909-04-13,0
5756,Mr George Hampden Whalley,Whalley,George,1851-01-01,1,,1
5757,Mr Peter Stewart Macliver,Macliver,Peter,1822-01-01,1,1891-12-31,1
5758,Mr Sydney Woolf,Woolf,Sydney,1844-01-01,1,1918-07-03,0
5759,Hon. Bernard Edward Barnaby Fitzpatrick,Fitzpatrick,Bernard,1848-01-01,1,1937-05-29,1
5760,Mr Richard G. Lalor,Lalor,Richard,1823-01-01,1,1893-12-31,1
5761,Mr Arthur O'Connor,O'Connor,Arthur,1844-01-01,1,1923-03-30,0
5762,Mr Alexander Crum,Crum,Alexander,1828-01-01,1,1893-12-31,1
5763,Mr Roger Leigh,Leigh,Roger,1840-01-01,1,1924-02-29,0
5764,Mr Andrew Commins,Commins,Andrew,1832-01-01,1,1916-01-07,0
5765,Mr James Joseph O'Kelly,O'Kelly,James,1845-01-01,1,1916-12-22,0
5766,Hon. Arthur Ralph Douglas Elliot,Elliot,Arthur,1846-01-01,1,1923-02-23,0
5767,Mr Frederick Andrew Inderwick,Inderwick,Frederick,1836-01-01,1,1904-08-16,0
5768,Mr Benjamin Armitage,Armitage,Benjamin,1823-01-01,1,1899-12-31,1
5769,Mr Robert Arthur Arnold,Arnold,Arthur,1833-01-01,1,1902-05-20,0
5770,Mr John Passmore Edwards,Edwards,John,1823-01-01,1,1911-04-22,0
5771,Mr William Henry Grenfell,Grenfell,William,1855-01-01,1,1945-01-09,0
5772,Mr William Sproston Caine,Caine,William,1842-01-01,1,1903-03-17,0
5773,Hon. Sidney Carr Glyn,Glyn,Sidney,1835-01-01,1,1916-02-26,0
5774,Mr Robert Loder,Loder,Robert,1823-01-01,1,1888-12-31,1
5775,Mr Thomas Sexton,Sexton,Thomas,1848-01-01,1,1932-11-01,0
5776,Mr Mordaunt Fenwick Bisset,Bisset,Mordaunt,1825-01-01,1,1884-12-31,1
5777,Mr Charles Parker Butt,Butt,Charles,1830-01-01,1,1892-12-31,1
5778,Mr Henry Lee,Lee,Henry,1817-01-01,1,1904-12-27,1
5779,Mr Arthur Cohen,Cohen,Arthur,1829-01-01,1,1914-11-03,0
5780,Mr James Edwin Thorold Rogers,Rogers,James,1823-01-01,1,1890-12-31,1
5781,Mr Stephen Williamson,Williamson,Stephen,1827-01-01,1,1903-06-16,0
5782,Mr Henry Samuel Wiggin,Wiggin,Henry,1824-01-01,1,1905-11-12,0
5783,Mr William Young Craig,Craig,William,1827-01-01,1,1924-05-25,1
5784,Mr Harry Tichborne Davenport,Davenport,Harry,1833-01-01,1,1895-12-31,1
5785,Mr Marston Clarke Buszard,Buszard,Marston,1837-01-01,1,1921-09-11,0
5786,Mr Joseph Cheney Bolton,Bolton,Joseph,1819-01-01,1,1901-03-14,0
5787,Mr Henry Broadhurst,Broadhurst,Henry,1840-01-01,1,1911-10-11,0
5788,Mr William Woodall,Woodall,William,1832-01-01,1,1901-04-08,0
5789,Mr William Biddell,Biddell,William,1825-01-01,1,1900-10-25,0
5790,Mr William St John Fremantle Brodrick,Brodrick,William,1856-01-01,1,1942-02-13,0
5791,Mr Jabez Spencer Balfour,Balfour,Jabez,1843-01-01,1,1910-02-23,0
5792,Sir William Palliser,Palliser,William,1830-01-01,1,1882-12-31,1
5793,Hon. Lewis Payan Dawnay,Dawnay,Lewis,1846-01-01,1,1910-07-30,0
5794,Mr John Dillon,Dillon,John,1851-01-01,1,1927-08-04,0
5795,Mr James Bryce,Bryce,James,1838-01-01,1,1922-01-22,0
5796,Mr Edward Falconer Litton,Litton,Edward,1827-01-01,1,1890-12-31,1
5797,Mr Robert Bownas Mackie,Mackie,Robert,1820-01-01,1,1885-12-31,1
5798,Mr Walter Wren,Wren,Walter,1834-01-01,1,1898-12-31,1
5799,Mr John Gordon McMinnies,McMinnies,John,1818-01-01,1,1890-12-31,1
5800,Hon. Gilbert Henry Chandos Leigh,Leigh,Gilbert,1851-01-01,1,1884-12-31,1
5801,Mr Edmund Leamy,Leamy,Edmund,1848-01-01,1,1904-12-10,0
5802,Mr Charles Nicholas Paul Phipps,Phipps,Charles,1845-01-01,1,1913-12-09,0
5803,Mr Henry Joseph Gill,Gill,Henry,1836-01-01,1,1903-10-29,1
5804,Mr Timothy Michael Healy,Healy,Timothy,1855-01-01,1,1931-03-26,0
5805,Mr John Barry,Barry,John,1845-01-01,1,1921-01-27,1
5806,Mr Garrett Michael Byrne,Byrne,Garrett,1829-01-01,1,1897-12-31,1
5807,Mr Arthur Pease,Pease,Arthur,1837-01-01,1,1898-12-31,1
5808,Mr William Joseph Corbet,Corbet,William,1824-01-01,1,1909-12-01,0
5809,Mr James Carlile McCoan,McCoan,James,1829-01-01,1,1904-01-13,1
5810,Sir Herbert Eustace Maxwell,Maxwell,Herbert,1845-01-01,1,1937-10-30,0
5811,Mr Walter Hume Long,Long,Walter,1854-01-01,1,1924-09-26,0
5812,Viscount Baring (Francis George Baring),Baring,Francis,1850-01-01,1,1929-04-12,0
5813,Mr Richard Moss,Moss,Richard,1823-01-01,1,1905-03-02,0
5814,Mr Henry Hartley Fowler,Fowler,Henry,1830-01-01,1,1911-02-25,0
5815,Mr Aeneas John McIntyre,McIntyre,Aeneas,1821-01-01,1,1889-12-31,1
5816,Mr George Woodyatt Hastings,Hastings,George,1825-01-01,1,1917-10-21,0
5817,Mr Ralph Creyke,Creyke,Ralph,1849-01-01,1,1908-04-17,0
5818,Mr Joseph Johnson Leeman,Leeman,Joseph,1842-01-01,1,1883-12-31,1
5819,Sir Andrew Fairbairn,Fairbairn,Andrew,1828-01-01,1,1901-05-30,0
5821,Mr Lewis Pugh,Pugh,Lewis,1837-08-03,0,1908-01-06,0
5822,Mr Donald Horne McFarlane,McFarlane,Donald,1830-07-18,0,1904-06-02,0
5823,Mr Walter Rice Howell Powell,Powell,Walter,1819-01-01,1,1889-12-31,1
5824,Mr Mervin Herbert Nevil Story-Maskelyne,Story-Maskelyne,Mervin,1823-01-01,1,1911-05-20,0
5825,Mr Joseph Pulley,Pulley,Joseph,1822-01-01,1,1901-08-05,0
5826,Mr of Loreburn,Loreburn,of,1846-04-03,0,1923-11-30,0
5827,Mr John Dick Peddie,Peddie,John,1824-01-01,1,1891-12-31,1
5828,Mr Edward Lyulph Stanley,Stanley,Edward,1839-05-16,0,1925-11-05,0
5829,Mr Charles Beilby Stuart-Wortley,Stuart-Wortley,Charles,1851-01-01,1,1926-04-24,0
5830,Sir Charles Benjamin Bright McLaren,McLaren,Charles,1850-01-01,1,1934-01-23,0
5831,Mr William Summers,Summers,William,1853-01-01,1,1893-12-31,1
5832,Mr Timothy Daniel Sullivan,Sullivan,Timothy,1827-01-01,1,1914-03-31,0
5833,Mr Herbert John Gladstone,Gladstone,Herbert,1854-01-01,1,1930-03-06,0
5834,Mr Alan Henry Bellingham,Bellingham,Alan,1846-01-01,1,1921-06-09,0
5835,Reverend Isaac Nelson,Nelson,Isaac,,1,1888-12-31,1
5836,Mr Alexander Martin Sullivan,Sullivan,Alexander,1829-01-01,1,1884-12-31,1
5837,Mr Arnold Morley,Morley,Arnold,1849-01-01,1,1916-01-16,0
5838,Mr Samuel Charles Evans Williams,Williams,Samuel,1842-01-01,1,1926-03-02,0
5839,Mr Richard Lane Allman,Allman,Richard,1813-01-01,1,1904-12-23,0
5840,Mr Enoch Baldwin,Baldwin,Enoch,1822-01-01,1,1905-06-11,1
5841,Mr F. Lehmann,Lehmann,Frederick,1826-01-01,1,1891-08-22,0
5842,Mr Theophilus John Levett,Levett,Theophilus,1829-01-01,1,1899-12-31,1
5843,Mr Richard Biddulph Martin,Martin,Richard,1838-01-01,1,1916-08-23,0
5844,Mr John Blair Balfour,Balfour,John,1837-01-01,1,1905-01-22,0
5845,Mr John McLaren,McLaren,John,1831-01-01,1,1910-04-06,0
5846,Mr John Edward Redmond,Redmond,John,1856-01-01,1,1918-03-06,0
5847,Mr Pickering Phipps,Phipps,Pickering,1827-01-01,1,1890-12-31,1
5848,Mr Henry James Tollemache,Tollemache,Henry,1846-01-01,1,1939-04-02,0
5849,Mr Charles Campbell Ross,Ross,Charles,1849-01-01,1,1920-07-09,1
5850,Mr Samuel Storey,Storey,Samuel,1840-01-01,1,1925-01-18,0
5851,Mr Benjamin Thomas Williams,Williams,Benjamin,1832-01-01,1,1890-12-31,1
5852,Mr William Farrer Ecroyd,Ecroyd,William,1827-01-01,1,1915-11-09,0
5853,Mr Alexander Asher,Asher,Alexander,1835-01-01,1,1905-08-05,0
5854,Mr Thomas Ryburn Buchanan,Buchanan,Thomas,1846-01-01,1,1911-04-07,0
5855,Mr Hubert Henry Edward Jerningham,Jerningham,Hubert,1842-01-01,1,1914-04-23,0
5856,Viscount Ebrington (Hugh Fortescue),Fortescue,,1854-01-01,1,1932-10-29,0
5857,Mr Andrew Marshall Porter,Porter,Andrew,1837-01-01,1,1919-01-09,1
5858,Sir John Jones Jenkins,Jenkins,John,1835-01-01,1,1915-07-27,0
5859,Hon. Guy Cuthbert Dawnay,Dawnay,Guy,1848-01-01,1,1889-12-31,1
5860,Mr Michael Davitt,Davitt,Michael,1846-01-01,1,1906-05-31,0
5861,Lord Algernon Malcolm Arthur Percy,Percy,Algernon,1851-01-01,1,1933-12-28,0
5862,Mr Charles Thomas Dyke Acland,Acland,Charles,1842-01-01,1,1919-02-18,0
5863,Mr Edward James Stanley,Stanley,Edward,1826-01-01,1,1907-09-29,0
5864,Mr Alexander Craig Sellar,Sellar,Alexander,1835-01-01,1,1890-12-31,1
5865,Mr Thomas Shaw,Shaw,Thomas,1823-01-01,1,1893-12-31,1
5866,Mr Matthew Joseph Kenny,Kenny,Matthew,1861-01-01,1,1942-12-08,0
5867,Mr William Edward Murray Tomlinson,Tomlinson,William,1838-01-01,1,1912-12-17,0
5868,Mr Coleridge John Kennard,Kennard,Coleridge,1828-01-01,1,1890-12-31,1
5869,Mr Samuel Smith,Smith,Samuel,1836-01-01,1,1906-12-29,0
5870,Mr William O'Brien,O'Brien,William,1852-01-01,1,1928-02-25,0
5871,Lord Elcho (Hugo Richard Charteris),Charteris,,1857-01-01,1,1937-07-12,0
5872,Mr John Morley,Morley,John,1838-01-01,1,1923-09-23,0
5873,Mr Robert Abraham Brewster Brewster,Brewster,Robert,,1,1901-05-20,1
5874,Mr Timothy Charles Harrington,Harrington,Timothy,1851-01-01,1,1910-03-12,0
5875,Hon. Alan de Tatton Egerton,Egerton,Alan,1845-01-01,1,1920-09-09,0
5876,Mr Thomas Mayne,Mayne,Thomas,1832-01-01,1,1915-08-01,1
5877,Lieut-Colonel Gerard Smith,Smith,Gerard,1839-01-01,1,1920-10-28,0
5878,Mr Thomas Roe,Roe,Thomas,1832-01-01,1,1923-06-07,0
5879,Hon. Montagu Curzon,Curzon,Montagu,1846-01-01,1,1907-09-01,0
5880,Mr Sydney Charles Buxton,Buxton,Sydney,1853-01-01,1,1934-10-15,0
5881,Mr John Francis Small,Small,John,1853-01-01,1,1923-07-05,1
5882,Mr Henry Brett Ince,Ince,Henry,1829-01-01,1,1889-12-31,1
5883,Mr William Hoey Kearney Redmond,Redmond,William,1861-01-01,1,1917-06-09,0
5884,Hon. Charles Hedley Strutt,Strutt,Charles,1849-01-01,1,1926-12-19,0
5885,Mr James William Lowther,Lowther,James,1855-01-01,1,1949-03-27,0
5886,Mr Nicholas Lynch,Lynch,Nicholas,1827-01-01,1,1900-07-29,1
5887,Mr William Henry Houldsworth,Houldsworth,William,1834-01-01,1,1917-04-18,0
5888,Mr Edward McMahon,McMahon,Edward,,1,1901-03-13,1
5889,Sir Frederick George Milner,Milner,Frederick,1849-01-01,1,1931-06-08,0
